event_id,ad_id,user_id,timestamp,day_of_week,time_of_day,event_type
310147,108,u00299,2025-06-06 03:44:50,Friday,Night,Impression
269993,111,u00549,2025-07-16 18:05:59,Wednesday,Evening,Impression
390712,156,u01470,2025-07-02 00:31:11,Wednesday,Night,Impression
363252,121,u00037,2025-06-30 18:19:08,Monday,Evening,Impression
68462,169,u00868,2025-07-06 07:50:36,Sunday,Morning,Impression
333597,134,u01714,2025-07-16 04:25:34,Wednesday,Night,Impression
148984,172,u00519,2025-07-01 22:07:56,Tuesday,Evening,Impression
336451,92,u00694,2025-07-03 21:47:24,Thursday,Evening,Impression
5627,69,u00162,2025-05-25 05:59:00,Sunday,Night,Impression
98522,146,u00728,2025-07-10 15:12:00,Thursday,Afternoon,Impression
152341,80,u00310,2025-07-21 21:09:14,Monday,Evening,Impression
157531,181,u00429,2025-05-28 04:55:51,Wednesday,Night,Share
233884,102,u00283,2025-07-20 05:12:26,Sunday,Night,Impression
27785,146,u00356,2025-07-22 03:12:30,Tuesday,Night,Impression
120779,117,u01589,2025-07-23 21:06:31,Wednesday,Evening,Impression
256234,190,u01511,2025-05-08 15:20:34,Thursday,Afternoon,Impression
240538,77,u01426,2025-07-25 21:45:51,Friday,Evening,Impression
352354,177,u01760,2025-05-26 09:24:49,Monday,Morning,Impression
292523,53,u00920,2025-06-30 13:20:21,Monday,Afternoon,Impression
54179,123,u00425,2025-06-03 11:41:44,Tuesday,Morning,Click
306994,27,u00359,2025-07-23 13:20:52,Wednesday,Afternoon,Click
64374,75,u01243,2025-06-05 09:30:08,Thursday,Morning,Impression
244730,68,u00792,2025-05-28 06:02:54,Wednesday,Morning,Click
46825,121,u01090,2025-06-07 10:05:16,Saturday,Morning,Impression
72976,181,u00273,2025-06-24 02:25:43,Tuesday,Night,Impression
137494,10,u01110,2025-07-06 02:05:42,Sunday,Night,Impression
251698,68,u00468,2025-07-14 11:20:15,Monday,Morning,Impression
317728,173,u01759,2025-07-11 16:22:31,Friday,Afternoon,Like
198473,146,u01794,2025-06-22 12:57:43,Sunday,Afternoon,Impression
49742,186,u00626,2025-05-26 16:05:10,Monday,Afternoon,Like
378757,176,u01434,2025-05-22 16:04:40,Thursday,Afternoon,Impression
163699,120,u00298,2025-05-20 15:43:39,Tuesday,Afternoon,Impression
183778,10,u00015,2025-06-07 04:46:40,Saturday,Night,Impression
180236,75,u01011,2025-06-01 10:07:07,Sunday,Morning,Impression
356650,11,u00709,2025-06-27 20:14:38,Friday,Evening,Impression
185922,102,u00847,2025-06-08 13:20:07,Sunday,Afternoon,Impression
19925,177,u01174,2025-06-05 04:37:22,Thursday,Night,Impression
313994,65,u00775,2025-06-08 15:45:10,Sunday,Afternoon,Impression
395352,70,u00180,2025-06-29 23:27:35,Sunday,Evening,Impression
392462,74,u00658,2025-06-26 04:24:37,Thursday,Night,Impression
190133,107,u00159,2025-06-15 13:21:58,Sunday,Afternoon,Like
290011,101,u00543,2025-07-17 05:11:45,Thursday,Night,Impression
277703,120,u01533,2025-06-24 00:25:12,Tuesday,Night,Impression
104129,77,u01543,2025-06-22 04:36:36,Sunday,Night,Impression
94001,74,u00956,2025-06-21 16:56:45,Saturday,Afternoon,Impression
286414,153,u00448,2025-06-20 17:19:15,Friday,Afternoon,Impression
379404,70,u01176,2025-07-04 20:38:02,Friday,Evening,Impression
292115,135,u00615,2025-07-19 05:23:15,Saturday,Night,Click
31518,121,u00212,2025-07-06 15:22:51,Sunday,Afternoon,Impression
52317,135,u01468,2025-07-27 18:48:53,Sunday,Evening,Impression
200820,80,u00508,2025-06-10 12:48:40,Tuesday,Afternoon,Impression
372060,120,u00843,2025-06-01 19:49:55,Sunday,Evening,Impression
294138,27,u00741,2025-06-04 20:47:42,Wednesday,Evening,Click
243227,146,u01694,2025-07-24 19:49:54,Thursday,Evening,Impression
276524,7,u00079,2025-06-05 05:21:21,Thursday,Night,Impression
105134,134,u00525,2025-06-24 23:43:57,Tuesday,Evening,Comment
352676,102,u01383,2025-06-27 11:24:19,Friday,Morning,Like
203013,172,u00013,2025-05-26 05:06:37,Monday,Night,Click
322520,6,u00355,2025-05-13 00:16:23,Tuesday,Night,Impression
85388,107,u00781,2025-07-22 15:01:27,Tuesday,Afternoon,Impression
143449,160,u01308,2025-06-29 10:39:13,Sunday,Morning,Impression
40979,11,u00733,2025-05-27 10:07:57,Tuesday,Morning,Impression
178098,159,u01410,2025-05-24 10:03:34,Saturday,Morning,Impression
247809,74,u01313,2025-06-24 01:18:05,Tuesday,Night,Impression
51866,75,u00572,2025-07-30 14:06:36,Wednesday,Afternoon,Impression
171197,75,u01162,2025-05-18 02:02:32,Sunday,Night,Impression
35091,77,u00412,2025-06-27 19:52:23,Friday,Evening,Impression
329251,131,u01038,2025-06-10 11:54:29,Tuesday,Morning,Impression
49071,117,u00663,2025-07-01 00:00:53,Tuesday,Night,Impression
12684,77,u00680,2025-06-10 16:47:20,Tuesday,Afternoon,Impression
146795,123,u01723,2025-05-19 19:10:35,Monday,Evening,Impression
62243,123,u01657,2025-06-24 08:13:33,Tuesday,Morning,Impression
363953,8,u01215,2025-06-22 02:12:54,Sunday,Night,Impression
358418,69,u00050,2025-05-28 06:56:25,Wednesday,Morning,Impression
5379,80,u00005,2025-07-16 05:31:29,Wednesday,Night,Impression
308954,101,u00589,2025-07-01 16:34:51,Tuesday,Afternoon,Impression
147376,77,u00384,2025-06-23 12:52:47,Monday,Afternoon,Impression
392743,190,u00195,2025-06-23 23:03:29,Monday,Evening,Impression
347457,173,u01334,2025-06-28 05:37:06,Saturday,Night,Impression
118191,167,u01804,2025-06-15 14:49:45,Sunday,Afternoon,Impression
45194,197,u00757,2025-06-03 08:18:16,Tuesday,Morning,Impression
96126,173,u01692,2025-06-26 23:25:50,Thursday,Evening,Impression
71948,197,u00568,2025-06-10 15:28:48,Tuesday,Afternoon,Impression
130448,127,u01354,2025-07-11 14:13:22,Friday,Afternoon,Impression
185190,105,u01266,2025-08-05 18:36:11,Tuesday,Evening,Impression
342771,47,u01648,2025-06-14 00:12:27,Saturday,Night,Impression
192306,79,u00939,2025-05-22 05:24:55,Thursday,Night,Click
142305,7,u00442,2025-06-10 05:21:54,Tuesday,Night,Impression
355882,116,u00686,2025-07-31 14:21:10,Thursday,Afternoon,Impression
106621,75,u01548,2025-08-01 20:53:27,Friday,Evening,Like
75550,134,u00794,2025-06-17 06:12:49,Tuesday,Morning,Impression
193816,75,u00153,2025-05-25 10:09:41,Sunday,Morning,Impression
314768,68,u00925,2025-07-06 08:49:00,Sunday,Morning,Impression
190467,127,u00067,2025-08-05 22:24:30,Tuesday,Evening,Impression
241111,120,u01481,2025-06-02 18:08:41,Monday,Evening,Impression
366930,159,u01490,2025-06-08 01:38:34,Sunday,Night,Impression
231286,75,u01221,2025-07-15 04:01:54,Tuesday,Night,Impression
311634,195,u01599,2025-06-18 01:39:58,Wednesday,Night,Impression
399450,8,u00235,2025-05-31 04:23:32,Saturday,Night,Impression
229741,6,u00375,2025-06-13 03:00:32,Friday,Night,Impression
258391,108,u01271,2025-07-18 13:45:52,Friday,Afternoon,Impression
162276,6,u01603,2025-06-02 13:03:26,Monday,Afternoon,Like
211462,146,u01320,2025-06-28 12:56:41,Saturday,Afternoon,Impression
184523,79,u01335,2025-07-16 23:16:25,Wednesday,Evening,Impression
172670,11,u00544,2025-05-22 12:34:06,Thursday,Afternoon,Impression
158524,159,u00474,2025-05-19 10:25:56,Monday,Morning,Impression
353043,192,u00181,2025-06-20 04:27:58,Friday,Night,Impression
33095,134,u00130,2025-06-30 03:33:27,Monday,Night,Impression
93945,117,u01036,2025-07-14 12:33:35,Monday,Afternoon,Like
391495,188,u01458,2025-06-25 03:47:39,Wednesday,Night,Impression
102225,107,u00264,2025-06-25 04:35:30,Wednesday,Night,Impression
212537,176,u00813,2025-05-23 18:44:03,Friday,Evening,Impression
205226,64,u01540,2025-06-05 04:29:52,Thursday,Night,Impression
399035,195,u01627,2025-06-29 18:07:33,Sunday,Evening,Impression
335495,11,u01690,2025-05-26 13:03:40,Monday,Afternoon,Impression
311746,116,u00254,2025-07-26 09:56:43,Saturday,Morning,Impression
32134,153,u00407,2025-07-22 18:33:03,Tuesday,Evening,Impression
55547,101,u00875,2025-06-25 07:52:22,Wednesday,Morning,Impression
389270,164,u01278,2025-07-14 19:09:11,Monday,Evening,Click
11004,27,u01777,2025-06-19 01:21:36,Thursday,Night,Impression
44688,135,u00623,2025-07-31 14:55:44,Thursday,Afternoon,Impression
243189,73,u00383,2025-07-28 11:29:41,Monday,Morning,Impression
3773,80,u01723,2025-06-02 21:24:55,Monday,Evening,Impression
195192,74,u01319,2025-06-17 07:52:34,Tuesday,Morning,Impression
355857,117,u01155,2025-06-21 11:59:48,Saturday,Morning,Impression
277949,160,u00511,2025-07-01 14:37:14,Tuesday,Afternoon,Impression
175505,120,u01456,2025-06-19 00:51:53,Thursday,Night,Impression
120309,79,u01424,2025-07-07 05:12:17,Monday,Night,Impression
170527,146,u01302,2025-06-09 10:06:39,Monday,Morning,Impression
304566,11,u01433,2025-07-05 08:05:47,Saturday,Morning,Impression
250556,120,u01750,2025-06-14 18:33:27,Saturday,Evening,Impression
32012,23,u00520,2025-05-20 08:55:48,Tuesday,Morning,Impression
376907,91,u01754,2025-06-19 18:36:41,Thursday,Evening,Impression
77686,6,u00022,2025-06-07 08:35:57,Saturday,Morning,Impression
210192,23,u00142,2025-06-24 14:58:48,Tuesday,Afternoon,Impression
239434,169,u00592,2025-06-22 08:42:18,Sunday,Morning,Impression
296175,74,u01514,2025-06-22 17:19:00,Sunday,Afternoon,Impression
277414,91,u00894,2025-05-26 22:22:42,Monday,Evening,Click
290504,146,u00850,2025-08-05 12:09:37,Tuesday,Afternoon,Impression
217439,153,u01556,2025-05-23 07:25:04,Friday,Morning,Impression
205606,159,u01081,2025-06-04 16:52:21,Wednesday,Afternoon,Like
301291,164,u00098,2025-06-23 01:26:30,Monday,Night,Impression
131591,102,u01328,2025-07-04 08:16:07,Friday,Morning,Impression
311786,116,u00890,2025-06-19 12:49:02,Thursday,Afternoon,Impression
180656,177,u01372,2025-06-17 22:25:55,Tuesday,Evening,Like
44794,11,u00605,2025-06-15 22:21:37,Sunday,Evening,Impression
113895,77,u00796,2025-07-23 14:22:08,Wednesday,Afternoon,Impression
20031,101,u01387,2025-07-01 18:20:26,Tuesday,Evening,Impression
23655,73,u00418,2025-07-16 07:34:01,Wednesday,Morning,Impression
5631,80,u00814,2025-05-14 09:51:47,Wednesday,Morning,Like
176228,10,u00294,2025-06-30 04:30:27,Monday,Night,Impression
189569,10,u00586,2025-05-28 10:49:42,Wednesday,Morning,Impression
143685,160,u01512,2025-07-13 18:29:31,Sunday,Evening,Impression
46462,167,u00656,2025-06-25 11:05:32,Wednesday,Morning,Impression
9787,177,u00498,2025-05-22 18:26:27,Thursday,Evening,Impression
138294,70,u00240,2025-07-20 06:45:33,Sunday,Morning,Impression
182526,37,u01507,2025-07-26 04:38:07,Saturday,Night,Click
342159,70,u01602,2025-06-08 03:57:02,Sunday,Night,Impression
9753,26,u01113,2025-07-17 01:40:30,Thursday,Night,Impression
266221,134,u01130,2025-07-13 10:01:35,Sunday,Morning,Click
354390,23,u00285,2025-06-09 01:16:42,Monday,Night,Impression
385697,177,u00147,2025-07-08 12:31:14,Tuesday,Afternoon,Impression
373237,176,u00099,2025-05-25 19:15:16,Sunday,Evening,Impression
270726,80,u00231,2025-05-18 08:44:24,Sunday,Morning,Click
69758,171,u00211,2025-05-10 22:56:01,Saturday,Evening,Impression
189488,64,u01805,2025-05-31 23:44:57,Saturday,Evening,Impression
93947,160,u01658,2025-07-11 10:18:05,Friday,Morning,Like
147149,10,u00102,2025-07-14 19:29:01,Monday,Evening,Impression
73279,197,u00044,2025-06-17 00:44:45,Tuesday,Night,Impression
85141,36,u01733,2025-06-14 02:26:14,Saturday,Night,Impression
54041,26,u01499,2025-07-13 02:50:25,Sunday,Night,Impression
78873,180,u00486,2025-07-12 20:47:03,Saturday,Evening,Impression
92690,48,u00997,2025-07-12 02:51:36,Saturday,Night,Impression
252402,77,u00801,2025-06-19 02:28:37,Thursday,Night,Impression
25443,111,u01487,2025-07-02 15:43:26,Wednesday,Afternoon,Click
25158,53,u00583,2025-05-13 12:47:23,Tuesday,Afternoon,Impression
249625,197,u00090,2025-06-18 11:42:52,Wednesday,Morning,Impression
7675,10,u00973,2025-07-04 16:16:13,Friday,Afternoon,Impression
335197,160,u00579,2025-07-15 05:11:23,Tuesday,Night,Click
324126,190,u00765,2025-05-31 13:07:40,Saturday,Afternoon,Impression
48173,190,u00513,2025-06-15 04:01:48,Sunday,Night,Impression
379688,153,u01378,2025-06-21 09:23:41,Saturday,Morning,Impression
178858,190,u00391,2025-05-19 17:18:05,Monday,Afternoon,Impression
101399,159,u01588,2025-05-17 22:28:05,Saturday,Evening,Impression
255014,27,u00668,2025-06-21 18:55:13,Saturday,Evening,Like
277729,177,u01709,2025-06-11 18:10:05,Wednesday,Evening,Impression
74416,74,u00056,2025-05-30 02:39:04,Friday,Night,Impression
56459,177,u01057,2025-06-23 20:24:48,Monday,Evening,Click
147896,116,u00695,2025-06-07 20:11:49,Saturday,Evening,Impression
59102,37,u00665,2025-06-20 19:08:22,Friday,Evening,Impression
124361,37,u00057,2025-07-07 11:24:14,Monday,Morning,Impression
65811,111,u00894,2025-06-20 05:30:59,Friday,Night,Impression
20451,156,u00936,2025-06-24 10:32:17,Tuesday,Morning,Impression
339829,120,u00258,2025-06-24 18:40:20,Tuesday,Evening,Impression
17204,117,u00259,2025-07-13 02:03:05,Sunday,Night,Impression
317734,180,u00585,2025-08-02 06:10:08,Saturday,Morning,Impression
140092,11,u00957,2025-06-05 10:37:36,Thursday,Morning,Impression
293231,176,u00876,2025-06-27 08:41:12,Friday,Morning,Impression
302684,64,u00883,2025-06-09 13:53:24,Monday,Afternoon,Like
374744,74,u01492,2025-07-18 20:08:29,Friday,Evening,Impression
60199,117,u00914,2025-07-12 07:22:16,Saturday,Morning,Comment
166354,74,u01656,2025-06-26 07:38:45,Thursday,Morning,Impression
166108,160,u01156,2025-07-09 18:09:44,Wednesday,Evening,Impression
367264,101,u00758,2025-07-21 23:11:17,Monday,Evening,Impression
35007,116,u00905,2025-06-16 04:09:21,Monday,Night,Impression
47161,117,u01147,2025-07-15 10:17:48,Tuesday,Morning,Impression
87243,69,u01224,2025-06-07 00:18:01,Saturday,Night,Impression
119771,10,u00245,2025-07-13 01:34:54,Sunday,Night,Impression
45726,7,u01104,2025-07-13 03:18:14,Sunday,Night,Impression
201460,2,u01121,2025-07-02 00:44:41,Wednesday,Night,Like
170953,197,u01234,2025-06-20 16:29:59,Friday,Afternoon,Impression
264192,101,u01497,2025-07-20 23:55:12,Sunday,Evening,Impression
272874,164,u01801,2025-06-29 22:30:32,Sunday,Evening,Click
67051,65,u01141,2025-07-19 05:32:56,Saturday,Night,Impression
375546,27,u00966,2025-06-05 11:09:29,Thursday,Morning,Impression
372890,10,u00476,2025-05-24 11:38:04,Saturday,Morning,Impression
34944,101,u01655,2025-06-26 14:47:32,Thursday,Afternoon,Impression
381350,101,u01630,2025-07-15 22:16:16,Tuesday,Evening,Impression
207955,74,u01189,2025-07-01 16:04:32,Tuesday,Afternoon,Click
168550,195,u00593,2025-07-05 00:01:00,Saturday,Night,Impression
309720,159,u00152,2025-05-12 18:01:25,Monday,Evening,Impression
163040,80,u00604,2025-06-15 22:11:10,Sunday,Evening,Impression
364385,53,u00921,2025-05-14 13:52:28,Wednesday,Afternoon,Impression
190859,146,u00215,2025-07-24 00:50:13,Thursday,Night,Impression
57352,190,u00069,2025-06-09 01:39:03,Monday,Night,Impression
175965,164,u00292,2025-07-24 01:59:57,Thursday,Night,Impression
285744,48,u01699,2025-06-19 13:26:36,Thursday,Afternoon,Impression
2669,92,u01035,2025-06-30 19:28:40,Monday,Evening,Impression
371219,108,u00932,2025-08-01 05:33:36,Friday,Night,Impression
140102,47,u00954,2025-05-24 18:15:01,Saturday,Evening,Purchase
347806,181,u00027,2025-05-27 00:13:46,Tuesday,Night,Impression
207109,160,u01146,2025-06-21 04:23:52,Saturday,Night,Click
92613,69,u00060,2025-06-10 22:11:10,Tuesday,Evening,Impression
260679,91,u00902,2025-07-24 04:55:57,Thursday,Night,Impression
120637,11,u00388,2025-05-18 18:13:32,Sunday,Evening,Impression
7055,75,u01585,2025-05-20 13:52:25,Tuesday,Afternoon,Impression
309497,177,u01024,2025-08-02 13:13:50,Saturday,Afternoon,Impression
252691,153,u00634,2025-07-16 16:48:11,Wednesday,Afternoon,Impression
355972,68,u00760,2025-06-20 18:11:01,Friday,Evening,Impression
362387,127,u00008,2025-07-15 20:24:30,Tuesday,Evening,Impression
375001,173,u00687,2025-07-09 20:44:58,Wednesday,Evening,Impression
276165,74,u00484,2025-06-11 12:53:15,Wednesday,Afternoon,Impression
316722,195,u01691,2025-06-23 23:51:56,Monday,Evening,Impression
368230,7,u01442,2025-06-20 06:17:11,Friday,Morning,Impression
200935,37,u01752,2025-07-11 09:56:56,Friday,Morning,Like
76804,181,u01453,2025-07-27 07:29:12,Sunday,Morning,Impression
143450,23,u01352,2025-05-11 10:32:15,Sunday,Morning,Click
71558,91,u01375,2025-06-02 19:41:44,Monday,Evening,Impression
90271,160,u01134,2025-07-08 11:44:55,Tuesday,Morning,Impression
307852,181,u01579,2025-07-25 05:05:19,Friday,Night,Impression
118274,171,u01785,2025-06-22 10:59:45,Sunday,Morning,Impression
265058,108,u01431,2025-05-20 05:36:59,Tuesday,Night,Impression
366003,23,u01055,2025-05-10 23:33:45,Saturday,Evening,Impression
368652,11,u00955,2025-06-05 11:43:10,Thursday,Morning,Impression
20952,48,u01678,2025-06-17 15:15:46,Tuesday,Afternoon,Impression
342344,181,u00488,2025-06-05 16:38:49,Thursday,Afternoon,Impression
185841,6,u01172,2025-06-23 17:19:36,Monday,Afternoon,Impression
316035,53,u01461,2025-05-14 12:13:33,Wednesday,Afternoon,Impression
208651,70,u00282,2025-07-07 07:43:24,Monday,Morning,Impression
360271,167,u00274,2025-06-15 06:37:00,Sunday,Morning,Impression
23642,134,u00923,2025-06-15 09:59:37,Sunday,Morning,Click
20529,37,u01649,2025-07-09 00:12:25,Wednesday,Night,Impression
299372,180,u00860,2025-07-12 09:16:17,Saturday,Morning,Purchase
345622,153,u01689,2025-07-12 11:44:52,Saturday,Morning,Impression
239071,146,u01683,2025-06-18 03:10:18,Wednesday,Night,Impression
378033,64,u00453,2025-05-26 13:29:12,Monday,Afternoon,Click
12937,111,u00376,2025-06-22 21:21:15,Sunday,Evening,Impression
118990,65,u01252,2025-08-05 12:57:27,Tuesday,Afternoon,Impression
150538,102,u00647,2025-06-30 10:10:46,Monday,Morning,Impression
335011,70,u00323,2025-06-20 21:59:39,Friday,Evening,Impression
316619,180,u01257,2025-07-03 05:58:42,Thursday,Night,Impression
173201,80,u01537,2025-07-25 20:31:09,Friday,Evening,Click
292346,159,u01422,2025-05-15 02:48:41,Thursday,Night,Impression
285159,153,u00433,2025-06-08 00:35:59,Sunday,Night,Impression
122727,116,u00844,2025-06-13 04:13:45,Friday,Night,Click
381046,173,u00134,2025-08-03 17:17:46,Sunday,Afternoon,Impression
324918,171,u01330,2025-06-10 11:03:18,Tuesday,Morning,Impression
68188,2,u01023,2025-06-22 21:19:16,Sunday,Evening,Impression
185567,64,u00719,2025-06-07 07:42:51,Saturday,Morning,Impression
151944,73,u01707,2025-08-06 14:11:30,Wednesday,Afternoon,Impression
264044,108,u01437,2025-07-08 03:33:08,Tuesday,Night,Impression
393560,159,u01013,2025-05-17 08:17:03,Saturday,Morning,Impression
212686,172,u00451,2025-06-04 06:13:03,Wednesday,Morning,Impression
226690,23,u01207,2025-05-15 21:32:52,Thursday,Evening,Impression
280894,159,u01120,2025-05-22 20:20:16,Thursday,Evening,Like
170432,134,u01085,2025-07-19 09:56:20,Saturday,Morning,Like
346931,48,u01482,2025-06-20 19:18:37,Friday,Evening,Impression
240851,11,u00138,2025-06-04 10:19:47,Wednesday,Morning,Impression
178668,181,u00313,2025-05-27 12:28:35,Tuesday,Afternoon,Impression
278554,164,u01061,2025-06-26 01:42:54,Thursday,Night,Impression
241367,27,u00764,2025-07-02 22:13:29,Wednesday,Evening,Impression
18111,79,u01015,2025-06-04 09:15:00,Wednesday,Morning,Impression
312045,180,u00746,2025-07-01 10:46:21,Tuesday,Morning,Impression
320738,73,u00095,2025-07-23 03:03:02,Wednesday,Night,Share
103207,195,u01183,2025-06-17 02:14:32,Tuesday,Night,Impression
294803,121,u00097,2025-06-11 12:46:15,Wednesday,Afternoon,Impression
37952,173,u01740,2025-08-04 15:14:40,Monday,Afternoon,Impression
179329,37,u01042,2025-06-29 21:46:37,Sunday,Evening,Impression
93223,70,u00415,2025-06-15 00:49:35,Sunday,Night,Impression
20635,186,u01397,2025-06-13 00:29:56,Friday,Night,Impression
396890,74,u00527,2025-05-21 06:09:01,Wednesday,Morning,Impression
300393,37,u00935,2025-06-16 05:07:07,Monday,Night,Impression
158575,69,u00082,2025-06-02 12:56:12,Monday,Afternoon,Impression
222714,108,u00265,2025-06-03 10:10:48,Tuesday,Morning,Impression
47737,26,u00370,2025-06-26 17:35:39,Thursday,Afternoon,Click
317546,164,u01292,2025-07-06 07:39:18,Sunday,Morning,Impression
127667,107,u01149,2025-06-26 03:19:08,Thursday,Night,Impression
59577,146,u01489,2025-07-08 07:24:29,Tuesday,Morning,Impression
62835,177,u00611,2025-07-12 22:56:40,Saturday,Evening,Impression
217636,127,u00548,2025-07-31 22:09:44,Thursday,Evening,Click
89477,195,u01284,2025-05-30 16:51:55,Friday,Afternoon,Impression
42737,70,u01344,2025-06-10 10:18:50,Tuesday,Morning,Impression
117293,73,u00945,2025-06-21 12:52:43,Saturday,Afternoon,Impression
123313,7,u01469,2025-06-27 15:17:42,Friday,Afternoon,Impression
219542,91,u00783,2025-07-04 01:24:31,Friday,Night,Click
12648,102,u01421,2025-06-01 05:50:37,Sunday,Night,Impression
128365,2,u01277,2025-07-02 18:18:32,Wednesday,Evening,Impression
38823,10,u00826,2025-06-08 20:44:49,Sunday,Evening,Impression
261839,8,u00727,2025-06-29 19:44:15,Sunday,Evening,Impression
271444,102,u00427,2025-08-05 12:37:06,Tuesday,Afternoon,Impression
223202,75,u01607,2025-06-01 14:30:37,Sunday,Afternoon,Impression
249623,171,u00338,2025-05-22 19:53:45,Thursday,Evening,Impression
217952,92,u01032,2025-06-15 11:28:17,Sunday,Morning,Click
390336,65,u00899,2025-07-09 16:52:48,Wednesday,Afternoon,Impression
49310,2,u01608,2025-06-26 09:47:00,Thursday,Morning,Impression
183481,146,u00555,2025-06-09 14:08:33,Monday,Afternoon,Impression
78472,188,u01524,2025-05-25 08:12:31,Sunday,Morning,Impression
65447,91,u00031,2025-07-26 02:56:56,Saturday,Night,Impression
289441,156,u00913,2025-05-21 00:41:04,Wednesday,Night,Impression
47962,153,u00501,2025-07-01 01:37:08,Tuesday,Night,Impression
339455,37,u01672,2025-06-15 07:15:54,Sunday,Morning,Impression
39157,192,u00035,2025-06-27 16:57:25,Friday,Afternoon,Click
371284,23,u01425,2025-06-04 13:07:43,Wednesday,Afternoon,Impression
145461,153,u01471,2025-07-09 23:00:45,Wednesday,Evening,Impression
198645,36,u01193,2025-06-06 03:24:21,Friday,Night,Impression
314708,8,u01688,2025-05-17 17:39:11,Saturday,Afternoon,Impression
115195,172,u01005,2025-06-09 05:13:11,Monday,Night,Impression
198802,190,u00563,2025-07-01 19:19:24,Tuesday,Evening,Impression
82552,80,u00237,2025-05-30 14:01:12,Friday,Afternoon,Impression
257551,102,u01377,2025-06-02 03:27:17,Monday,Night,Impression
209079,101,u00351,2025-07-11 21:07:58,Friday,Evening,Impression
107409,177,u00705,2025-06-09 00:37:42,Monday,Night,Impression
332195,102,u01749,2025-06-18 13:20:04,Wednesday,Afternoon,Impression
198766,48,u01490,2025-07-23 14:31:04,Wednesday,Afternoon,Impression
295985,134,u00631,2025-06-20 13:14:14,Friday,Afternoon,Impression
87979,101,u01637,2025-07-15 13:56:29,Tuesday,Afternoon,Comment
112822,48,u00428,2025-06-18 22:44:54,Wednesday,Evening,Impression
173007,111,u00984,2025-07-25 06:23:53,Friday,Morning,Impression
314442,108,u00566,2025-07-02 23:28:01,Wednesday,Evening,Click
250318,80,u01644,2025-06-10 17:36:24,Tuesday,Afternoon,Click
207541,173,u00072,2025-06-17 17:26:57,Tuesday,Afternoon,Impression
389061,92,u01385,2025-07-17 11:30:43,Thursday,Morning,Impression
78706,101,u00480,2025-06-11 18:19:05,Wednesday,Evening,Impression
330188,108,u01661,2025-07-10 19:01:13,Thursday,Evening,Impression
49875,131,u00165,2025-06-06 00:43:05,Friday,Night,Impression
244869,101,u00238,2025-06-15 06:53:26,Sunday,Morning,Share
352313,2,u01093,2025-05-31 11:23:01,Saturday,Morning,Impression
198317,159,u00872,2025-05-11 12:58:34,Sunday,Afternoon,Impression
185099,53,u01564,2025-06-10 00:22:34,Tuesday,Night,Impression
93787,47,u00509,2025-06-18 18:23:12,Wednesday,Evening,Impression
331516,6,u00551,2025-06-09 10:17:24,Monday,Morning,Impression
92825,2,u00993,2025-06-03 04:58:15,Tuesday,Night,Impression
323555,177,u00403,2025-07-31 17:53:40,Thursday,Afternoon,Impression
217818,70,u01063,2025-07-08 05:35:37,Tuesday,Night,Impression
196068,131,u00469,2025-05-08 00:53:18,Thursday,Night,Impression
146225,47,u01466,2025-06-17 13:11:23,Tuesday,Afternoon,Impression
338644,192,u00904,2025-06-28 09:40:53,Saturday,Morning,Impression
214990,11,u01593,2025-07-22 20:36:05,Tuesday,Evening,Impression
284688,23,u01194,2025-05-22 07:16:41,Thursday,Morning,Like
224751,176,u01779,2025-05-15 20:37:37,Thursday,Evening,Impression
232529,6,u00191,2025-06-08 03:28:15,Sunday,Night,Impression
92203,107,u00135,2025-06-25 20:31:02,Wednesday,Evening,Impression
354978,181,u00190,2025-06-02 10:46:10,Monday,Morning,Click
386105,53,u01329,2025-05-26 23:12:21,Monday,Evening,Impression
238288,10,u00706,2025-06-23 07:30:00,Monday,Morning,Impression
352051,190,u01296,2025-05-22 07:03:32,Thursday,Morning,Impression
210275,120,u00830,2025-07-02 10:14:01,Wednesday,Morning,Impression
284264,68,u00505,2025-06-23 06:30:38,Monday,Morning,Impression
348175,47,u00949,2025-06-01 08:50:27,Sunday,Morning,Impression
367123,65,u00390,2025-07-23 15:40:39,Wednesday,Afternoon,Impression
47472,80,u00166,2025-07-06 19:14:49,Sunday,Evening,Impression
111121,180,u00846,2025-08-06 11:56:41,Wednesday,Morning,Impression
206157,65,u00437,2025-08-01 11:07:24,Friday,Morning,Impression
100139,10,u01078,2025-06-17 08:09:44,Tuesday,Morning,Impression
29045,111,u00188,2025-06-25 23:50:22,Wednesday,Evening,Impression
158000,153,u00122,2025-05-19 03:30:07,Monday,Night,Impression
41986,80,u00382,2025-05-17 20:39:22,Saturday,Evening,Impression
395183,26,u00466,2025-06-17 03:34:13,Tuesday,Night,Impression
33408,102,u00348,2025-05-17 15:24:39,Saturday,Afternoon,Impression
55784,192,u01744,2025-07-05 05:04:35,Saturday,Night,Impression
210384,186,u01407,2025-06-11 07:02:46,Wednesday,Morning,Like
300064,36,u00227,2025-07-21 15:29:38,Monday,Afternoon,Impression
372382,8,u00680,2025-05-21 02:44:07,Wednesday,Night,Impression
303354,116,u01400,2025-07-07 03:38:32,Monday,Night,Impression
126867,116,u01074,2025-06-05 10:14:01,Thursday,Morning,Impression
358927,156,u00121,2025-05-17 08:05:25,Saturday,Morning,Click
114686,195,u00877,2025-06-06 21:59:35,Friday,Evening,Impression
